"","x"
"1",4.71135529594557
"2",2.77190061327551
"3",2.27594305686501
"4",3.3800071130695
"5",1.5566811692922
"6",1.45670933170982
"7",5.36182465843344
"8",3.61650345018689
"9",3.11128010750915
"10",7.23939205062897
"11",0.76762538514788
"12",3.56080972080899
"13",1.00198438870742
"14",2.0266142355196
"15",0.795691421891101
"16",0.62090079366058
"17",3.33780451142836
"18",2.3058377096203
"19",4.36623526418748
"20",4.32556449823533
"21",7.43754667624128
"22",3.59268236954956
"23",2.48286645741695
"24",3.96949943380835
"25",3.62871983573864
"26",4.97172230055086
"27",3.23432593904194
"28",2.96045043214317
"29",4.67351911543198
"30",1.88222849794486
"31",2.1311709491927
"32",2.35028862069266
"33",2.21885053180166
"34",5.08375281543043
"35",2.30932345355119
"36",2.19509998094216
"37",0.0906155224733717
"38",3.50830891249491
"39",3.48021377647287
"40",3.48736652629953
"41",6.55358810772991
"42",4.04232268479183
"43",3.10303035441802
"44",1.66240636272466
"45",1.5632029318546
"46",3.10921413282671
"47",7.10590568729092
"48",0.121088703239138
"49",2.32001837646182
"50",0.487753603194744
"51",2.50865007012299
"52",3.17800814298649
"53",4.013659548749
"54",3.67660503867921
"55",7.37300862085137
"56",0.336055097109461
"57",2.22605005024515
"58",2.49204528792053
"59",4.93636689328861
"60",4.17426020878068
"61",5.55908107529753
"62",6.42832866938598
"63",2.3006829141542
"64",1.71286620418423
"65",1.45250453481911
"66",0.775008792526152
"67",2.52437452544148
"68",2.4219136553579
"69",6.48633322020849
"70",2.99210482205209
"71",2.41306303796082
"72",4.58030983921439
"73",1.92909544778019
"74",0.972935502126891
"75",2.96031649649217
"76",3.28140563847914
"77",0.1591431389239
"78",3.66572622872335
"79",1.16078442137483
"80",4.73213374535951
"81",3.8510459584328
"82",2.61988375067939
"83",2.1710580975029
"84",0.400387069233289
"85",1.50987985351439
"86",0.173456296195844
"87",4.03287098234854
"88",3.32146966765958
"89",2.30267737078041
"90",3.06929768044142
"91",1.07324420786114
"92",2.72848493031005
"93",1.74987293257443
"94",6.90455266211966
"95",2.2761281040647
"96",0.3413303265472
"97",0.409068470960102
"98",4.17149139497277
"99",5.7260492181559
"100",3.08098609813194
