"","x"
"1",0.142770608994998
"2",-0.0338121942377054
"3",0.293939459006044
"4",0.369505326589701
"5",1.00675424056802
"6",1.30734461994094
"7",0.310053264873437
"8",0.198431212302078
"9",-0.903135624449197
"10",0.608815056995203
"11",-3.01571127949392
"12",0.228287364201804
"13",0.0870567663033334
"14",-0.389954133967903
"15",1.91495538193477
"16",-0.265609313291147
"17",2.00906238166827
"18",-0.776730394614627
"19",-2.03911734212818
"20",-0.287093903266614
"21",0.249563896477478
"22",0.857238387159562
"23",0.627587222712696
"24",0.185602082712539
"25",1.98002166572662
"26",-1.15230451899565
"27",0.520356669160298
"28",0.571266243322614
"29",1.32910699657965
"30",-0.367858029215956
"31",0.484080658018469
"32",1.97525139151227
"33",0.840328647333995
"34",1.28913032019953
"35",0.151443684441366
"36",0.489026693711274
"37",-0.446789464332724
"38",-2.86335373494642
"39",-1.4084192154919
"40",-0.374291376412025
"41",-0.392761242353864
"42",0.434599629940982
"43",-1.07510427799756
"44",0.95307206968249
"45",1.3633452671371
"46",0.30620118009609
"47",-1.76368570039392
"48",-0.941250460140076
"49",-1.54932869697829
"50",0.548387004208971
"51",1.29081406085792
"52",1.44856029788071
"53",0.456437683707286
"54",2.21913644141316
"55",1.62568917479869
"56",1.11679567635866
"57",-0.393350969677433
"58",-1.0230324722074
"59",1.69805701933261
"60",-0.363016296729965
"61",-0.462578178032789
"62",1.01019751821617
"63",-2.29568915939974
"64",0.041458418270202
"65",0.356992016163898
"66",-1.76857727176635
"67",-1.48565752840416
"68",0.593289763850725
"69",-0.190770188525002
"70",0.199448762287621
"71",-0.0852550305769287
"72",-0.519848846467429
"73",-0.77131800073381
"74",-0.770165772914155
"75",0.438694694119206
"76",0.139198391517208
"77",-1.893982131601
"78",0.403899527079233
"79",3.20547975936735
"80",1.56401393934772
"81",-2.06209757478979
"82",-0.503609579058348
"83",-0.834087093888306
"84",-2.16847490494158
"85",2.01060633510138
"86",-0.675981082947991
"87",-0.0665271581859766
"88",0.107895326180957
"89",0.0883072943945678
"90",0.163131571356867
"91",-1.64283206137522
"92",-1.6122622437916
"93",-2.48088427227846
"94",-1.14096355357834
"95",-0.0633725413562617
"96",-0.0992056890901516
"97",0.164723544303243
"98",-1.58710006789612
"99",-0.438270837861399
"100",-0.150118968353693
"101",-0.00241314559790649
"102",-0.132814881998984
"103",1.85052822576757
"104",-0.65888892755744
"105",0.627281059569805
"106",0.592917167746817
"107",2.93768504179559
"108",1.98312687616521
"109",-1.36332703785975
"110",-0.35725818179675
"111",-0.244698182803971
"112",0.801899080276579
"113",-0.015072592346536
"114",-1.41332685215062
"115",-0.551996257848933
"116",0.694483334798844
"117",0.57712993280895
"118",-1.06074745894355
"119",-1.01312704908899
"120",0.274267468815255
"121",0.188620573473321
"122",-0.0958285574238467
"123",-0.382788596693874
"124",-1.32459222241007
"125",0.634474180093795
"126",-1.05774156476891
"127",1.05541403172246
"128",2.05677854096272
"129",0.863712205752988
"130",-1.06734862049437
"131",0.0199032028650436
"132",-2.15284059578126
"133",-1.07579073866994
"134",-0.612455806093696
"135",0.254392347299343
"136",1.83373384098278
"137",0.126287121770858
"138",-1.23700377521441
"139",-0.292866551007911
"140",-0.0573802589183549
"141",1.97715294731165
"142",-0.018489863820915
"143",0.654619768781584
"144",0.527450970998846
"145",-1.36529541088493
"146",-0.995988341909997
"147",-0.286885464731648
"148",0.963373607752366
"149",-0.92644971233964
"150",1.17969740981001
"151",0.657016904988039
"152",0.887294668938142
"153",0.526080296626976
"154",0.480248091816774
"155",-0.962467442325238
"156",-0.413396344524275
"157",0.865805863296622
"158",0.319320531763352
"159",-0.320535950924555
"160",-0.140704519839902
"161",1.01112339838568
"162",-0.440212195615084
"163",0.823220810200922
"164",-1.70685242499614
"165",0.291878641828145
"166",-1.6115881062554
"167",1.80542228333582
"168",-1.33435893999486
"169",0.0394405740349194
"170",0.354847336559215
"171",-0.523590586227921
"172",0.294981650857276
"173",2.25092639018111
"174",-0.153218300428931
"175",-0.286113247339505
"176",0.341289529572421
"177",0.140553058063011
"178",0.31851715658054
"179",0.733963948483858
"180",-0.532225048634509
"181",-1.44674059383926
"182",-0.13648809815969
"183",-0.0482958010404707
"184",0.0503196088403411
"185",1.34229742943205
"186",0.497858872793937
"187",-1.25430124774152
"188",0.572273898268394
"189",1.40557465496458
"190",-1.74662256225256
"191",0.0586849089126512
"192",0.212812657768922
"193",1.76897569973386
"194",-0.425509340498487
"195",-0.57754340093661
"196",0.718554900294738
"197",0.852075354081391
"198",0.701855448165488
"199",-1.50699227423502
"200",-0.319340584773723
